store,network,sales_2025,share,cum_share
SUPERMERCADO BACANA CAMPOS,BACANA,0.0,0.0,1.0
MME ES CAPUAVA COTIA 0041,GPA,0.0,0.0,1.0
SAN MICHEL POCOS DE CALDAS 11,SAN MICHEL,0.0,0.0,1.0
MME DONA ANT QUEIROS 5069,GPA,0.0,0.0,1.0
VERDURAO HORTIFRUTI LJ 02,VERDURAO,0.0,0.0,1.0
MME SANTOS DUMONT 5031,GPA,0.0,0.0,1.0
SAN MICHEL POCOS DE CALDAS 10,SAN MICHEL,0.0,0.0,1.0
MME RUA TAUBATE 5188,GPA,0.0,0.0,1.0
MME ROBERT KENNEDY 2129,GPA,0.0,0.0,1.0
SUPERMERCADO 14,SUPERMERCADO 14,0.0,0.0,1.0
MME RIO BRANCO 2030,GPA,0.0,0.0,1.0
CARREFOUR CPS NORTE SUL CAP,CARREFOUR,0.0,0.0,1.0
MME PRETORIA VL FORM 0053,GPA,0.0,0.0,1.0
SAO VICENTE SALTO 05,SAO VICENTE,0.0,0.0,1.0
MME PETRONIO PORTELA 2115,GPA,0.0,0.0,1.0
CARREFOUR SAO VICENTE SAV,CARREFOUR,0.0,0.0,1.0
MME PCA NOVO MUNDO 5041,GPA,0.0,0.0,1.0
PA FRESH GREEN VALLEY II 1467,GPA,0.0,0.0,1.0
MME OTACILIO TOMANIK 2203,GPA,0.0,0.0,1.0
CASA DE CARNES SAO JUDAS TADEU,C.C.SAO JUDAS TADEU,0.0,0.0,1.0
PA ALDEIA DA SERRA 1187,GPA,0.0,0.0,1.0
PADARIA REAL VILA AUGUSTA,PADARIA REAL,0.0,0.0,1.0
OBA SP TATUAPE APUCARANA,OBA,0.0,0.0,1.0
CHAMA LJ 18,CHAMA,0.0,0.0,1.0
OBA SP TATUAPE VILA CARRAO,OBA,0.0,0.0,1.0
PADARIA SUICA INDAIATUBA,VAREJO,0.0,0.0,1.0
ZARELLI SUPERMERCADOS LOJA 4,ZARELLI,0.0,0.0,1.0
OPCAO MAX SUPERMERCADOS,OPCAO MAX,0.0,0.0,1.0
SUPERMERCADO ALIANCA,ALIANCA,0.0,0.0,1.0
VILLA SIMPATIA CACAPAVA,VILLA REAL,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 08,VIOLETA,0.0,0.0,1.0
WATANABE RP,WATANABE,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 04,VIOLETA,0.0,0.0,1.0
VILA MAIS SUPERMERCADOS LJ 03,VILA MAIS,0.0,0.0,1.0
ZARELLI SUPERMERCADOS LOJA 2,ZARELLI,0.0,0.0,1.0
OBA SP SAO BERNARDO DO CAMPO,OBA,0.0,0.0,1.0
MERCADO AUTONOMO INDAIATUBA,ZAITT,0.0,0.0,1.0
SUPER VILLE 03,SUPER VILLE,0.0,0.0,1.0
ARMAZEM CONFIANCA,ARMAZEM CONFIANCA,0.0,0.0,1.0
COOP MAUA 07,COOP,0.0,0.0,1.0
ANTONELLI JAGUARIUNA 02,ANTONELLI,0.0,0.0,1.0
SUPER CITY COTIA,SUPER CITY,0.0,0.0,1.0
BAETAO HORTIFRUTI SP,BAETAO,0.0,0.0,1.0
BUONA GENTE MATRIZ 01,BUONA GENTE,0.0,0.0,1.0
ASSAI 61 BAURU,ASSAI,0.0,0.0,1.0
SAVEGNAGO INDAIATUBA 63,SAVEGNAGO,0.0,0.0,1.0
BARRACAO BAURU MATRIZ LJ 01,BARRACAO,0.0,0.0,1.0
PERALTA ITU LOJA 05,PAULISTAO,0.0,0.0,1.0
BARBOSA LJ4 BARUERI,BARBOSA,0.0,0.0,1.0
MERCADO DA FAMILIA ARARAQUARA,VAREJO,0.0,0.0,1.0
BARBOSA LJ 40 EMBU,BARBOSA,0.0,0.0,1.0
BOA CAMPO LIMPO 16,BOA,0.0,0.0,1.0
BARBOSA LJ 36 SOROCABA,BARBOSA,0.0,0.0,1.0
PADARIA REAL JOAO WAGNER,PADARIA REAL,0.0,0.0,1.0
B11 COOP SOROCABA ITAVUVU,BENASSI,0.0,0.0,1.0
CARREFOUR SP VILLA LOBOS SPV,CARREFOUR,0.0,0.0,1.0
MADRID SP PARAISO 02,BENAFRUTI,0.0,0.0,1.0
PADARIA REAL BOA VISTA,PADARIA REAL,0.0,0.0,1.0
BENAFRUTI – MADRID PARAISO 02,BENAFRUTI,0.0,0.0,1.0
BOA JUNDIAI 19 SAMUEL MARTINS,BOA,0.0,0.0,1.0
BELOFRUTO VALINHOS,BELOFRUTO,0.0,0.0,1.0
PADARIA SAO JOAQUIM VALINHOS,PAD. S. JOAQUIM,0.0,0.0,1.0
B26 COOP DOM PEDRO I NOVA STO,BENASSI,0.0,0.0,1.0
PA ROBERTO MARINHO 246,GPA,0.0,0.0,1.0
B22 COOP RIBEIRAO PIRES CENTRO,BENASSI,0.0,0.0,1.0
PA CAMPOS DO JORDAO 1273,GPA,0.0,0.0,1.0
B19 COOP NACOES STO ANDRE,BENASSI,0.0,0.0,1.0
SAO VICENTE ITU 22,SAO VICENTE,0.0,0.0,1.0
B15 COOP SOROCABA ARVORE GRAND,BENASSI,0.0,0.0,1.0
PA GUARUJA PUGLISI 0052,GPA,0.0,0.0,1.0
B40 COOP DIADEMA,BENASSI,0.0,0.0,1.0
SAVEGNAGO OROSIMBO MAIA 53,SAVEGNAGO,0.0,0.0,1.0
B37 COOP PEREIRA BARRETO STO A,BENASSI,0.0,0.0,1.0
PA FRESH PRESID WILSON II 1420,GPA,0.0,0.0,1.0
B33 COOP CARIJOS STO ANDRE,BENASSI,0.0,0.0,1.0
PA ITU CENTRO II 506,GPA,0.0,0.0,1.0
B3 COOP INDUSTRIAL,BENASSI,0.0,0.0,1.0
PA FRESH DIOGENES RIBEIRO 1481,GPA,0.0,0.0,1.0
B55 COOP DOM PEDRO I NOVA STO,BENASSI,0.0,0.0,1.0
CALDAS SUPERMERCADOS,CALDAS,0.0,0.0,1.0
B51 COOP QUEIROS STO ANDRE,BENASSI,0.0,0.0,1.0
SAO VICENTE AMERICANA 11,SAO VICENTE,0.0,0.0,1.0
B48 COOP INDUSTRIAL,BENASSI,0.0,0.0,1.0
SHOPPER SP OSASCO,SHOPPER,0.0,0.0,1.0
B44 COOP NACOES STO ANDRE,BENASSI,0.0,0.0,1.0
PAGUE MENOS LOJA 06,PAGUE MENOS,0.0,0.0,1.0
BIG GRANJA VIANA,BIG,0.0,0.0,1.0
BARBOSA LJ 24 RAPOSO,BARBOSA,0.0,0.0,1.0
ANTONELLI JAGUARIUNA 06,ANTONELLI,0.0,0.0,1.0
PAGUE MENOS LJ 44,PAGUE MENOS,0.0,0.0,1.0
BERTON COSMOPOLIS,BERTON,0.0,0.0,1.0
SAVEGNAGO HORTOLANDIA 55,SAVEGNAGO,0.0,0.0,1.0
B6 COOP CAPUAVA,BENASSI,0.0,0.0,1.0
PA ITU ITAIM 1325,GPA,0.0,0.0,1.0
WAL MART INDAIATUBA,BIG,0.0,0.0,1.0
SUPERMERCADO PICARRAO CPS,PICARRAO,0.0,0.0,1.0
SAM S CLUB D PEDRO CPS,BIG,0.0,0.0,1.0
PA PLANALTO PAULISTA 1787,GPA,0.0,0.0,1.0
BIG RIBEIRAO PRETO 3703,BIG,0.0,0.0,1.0
PONTO NOVO LOJA 4,PONTO NOVO,0.0,0.0,1.0
BIG LIMEIRA,BIG,0.0,0.0,1.0
ST MARCHE SP CAMPO BELO,ST MARCHE,0.0,0.0,1.0
BOA JUNDIAI 07,BOA,0.0,0.0,1.0
CARREFOUR VALINHOS 913,CARREFOUR,0.0,0.0,1.0
BOA JUNDIAI 02,BOA,0.0,0.0,1.0
ASSAI 167 PIRACACICABA CENTRO,ASSAI,0.0,0.0,1.0
BOA CAMPINAS 26 DOM,BOA,0.0,0.0,1.0
SUPER BODEGA,SUPER BODEGA,0.0,0.0,1.0
BIG MORAES SP,BIG MORAES,0.0,0.0,1.0
SAO VICENTE SANT PARNAIBA 27,SAO VICENTE,0.0,0.0,1.0
BOA VOTORANTIM 25,BOA,0.0,0.0,1.0
GRICKI RIBEIRAO PRETO,GRICKI,0.0,0.0,1.0
PADARIA REAL SOROCABA CENTRO,PADARIA REAL,0.0,0.0,1.0
SAVEGNAGO CPS 44,SAVEGNAGO,0.0,0.0,1.0
PAO DA TERRA ARARAQUARA,PAO DA TERRA,0.0,0.0,1.0
BIG HORTOLANDIA,BIG,0.0,0.0,1.0
BONETTI SUPERMERCADOS LOJA 02,BONETTI,0.0,0.0,1.0
PAGUE MENOS SUMARE LJ 09,PAGUE MENOS,0.0,0.0,1.0
MERCADO VILAVAREJO,VILA VAREJO,0.0,0.0,1.0
COOP SOROCABA ARVORE GRANDE,COOP,0.0,0.0,1.0
BUONA GENTE LJ 03,BUONA GENTE,0.0,0.0,1.0
SERV BEM LIMEIRA LJ01,SERV BEM,0.0,0.0,1.0
BONETTI SUPERMERCADOS LOJA 01,BONETTI,0.0,0.0,1.0
BIG CAMP SHOP,BIG,0.0,0.0,1.0
BON NETTO JAGUARIUNA,BON NETTO,0.0,0.0,1.0
VARANDA SP POMAR,VARANDA,0.0,0.0,1.0
CARREFOUR CAM SHOP HCO,CARREFOUR,0.0,0.0,1.0
BIG WASHINGTON SP 1004,BIG,0.0,0.0,1.0
CALEGARIS PAULINIA 02,CALEGARIS,0.0,0.0,1.0
SAVEGNAGO ARARAQUARA 49,SAVEGNAGO,0.0,0.0,1.0
CAFE MILLENIUM PAULINIA,CAFE MILLENIUM,0.0,0.0,1.0
CARREFOUR MOGI MIRIM 272,CARREFOUR,0.0,0.0,1.0
PA SANTOS EPT. PESSOA 1743,GPA,0.0,0.0,1.0
PA SANTOS CENTRO 0018,GPA,0.0,0.0,1.0
CARREFOUR ITU CIT,CARREFOUR,0.0,0.0,1.0
VILLA SIMPATIA PQ SJC,VILLA REAL,0.0,0.0,1.0
CARREFOUR D PEDRO SHOP HDP,CARREFOUR,0.0,0.0,1.0
SAO VICENTE ITU 28,SAO VICENTE,0.0,0.0,1.0
CARREFOUR CPS CAMBUI CCM 6220,CARREFOUR,0.0,0.0,1.0
PA PRAIA GRANDE C DO FORTE 745,GPA,0.0,0.0,1.0
CARREFOUR CPS BRANDINA ECP,CARREFOUR,0.0,0.0,1.0
BOA CABREUVA 05,BOA,0.0,0.0,1.0
CARREFOUR SAO CARLOS GSF,CARREFOUR,0.0,0.0,1.0
PERALTA SANTANA PARNAIBA LJ 27,PAULISTAO,0.0,0.0,1.0
CARREFOUR RP VIA NORTE RPN,CARREFOUR,0.0,0.0,1.0
PA RIBEIRAO PRETO 8666,GPA,0.0,0.0,1.0
CARREFOUR RAPOSO TAVARES SPO,CARREFOUR,0.0,0.0,1.0
VIVA MERCATO,VIVA,0.0,0.0,1.0
CARREFOUR PEREIRA BARRETO BSA,CARREFOUR,0.0,0.0,1.0
PA SP BRIGADEIRO 1302,GPA,0.0,0.0,1.0
CARREFOUR SP DEMARCHI SBD,CARREFOUR,0.0,0.0,1.0
CARREFOUR SP INTERLAGOS CNT,CARREFOUR,0.0,0.0,1.0
CARREFOUR SP BUTANTA SPB,CARREFOUR,0.0,0.0,1.0
PONTO NOVO LOJA 1,PONTO NOVO,0.0,0.0,1.0
CARREFOUR SP ANALIA FRANCO TTE,CARREFOUR,0.0,0.0,1.0
OBA SP VILA LEOPOLDINA,OBA,0.0,0.0,1.0
CARREFOUR SJRP SJP,CARREFOUR,0.0,0.0,1.0
PA GUARUJA TEJEREBA 2354,GPA,0.0,0.0,1.0
PERALTA ITU LOJA 10,PAULISTAO,0.0,0.0,1.0
SAO VICENTE AMERICANA 06,SAO VICENTE,0.0,0.0,1.0
CARREFOUR SP OSASCO OSC,CARREFOUR,0.0,0.0,1.0
PA SAO CARLOS 1312,GPA,0.0,0.0,1.0
CARREFOUR SP JABAQUARA SJA,CARREFOUR,0.0,0.0,1.0
PERALTA 37 SBC,PAULISTAO,0.0,0.0,1.0
CARREFOUR SP IMIGRANTES SPS,CARREFOUR,0.0,0.0,1.0
ST MARCHE SP BRAZ LEME,ST MARCHE,0.0,0.0,1.0
CARREFOUR SP TAUBATE CTB,CARREFOUR,0.0,0.0,1.0
PA SAO VICENTE ITARARE 0205,GPA,0.0,0.0,1.0
CARREFOUR SP SAO CAETANO 1333,CARREFOUR,0.0,0.0,1.0
EMPORIO JULIATO FRUTAS CPS,VAREJO,0.0,0.0,1.0
CARREFOUR SP SANTO ANDRE STA,CARREFOUR,0.0,0.0,1.0
SMART BREAK,SMART BREAK,0.0,0.0,1.0
CATO ANTONIALE 01,CATO,0.0,0.0,1.0
SAVEGNAGO RP,SAVEGNAGO,0.0,0.0,1.0
ST MARCHE SP AV MORUMBI SAIGH,ST MARCHE,0.0,0.0,1.0
BON NETTO PEDREIRA,BON NETTO,0.0,0.0,1.0
CARREFOUR TAMBORE SP 1260,CARREFOUR,0.0,0.0,1.0
MERCADO VIOLETA 01,VIOLETA,0.0,0.0,1.0
CARREFOUR SP VILA RIO GRU,CARREFOUR,0.0,0.0,1.0
PAGUE MENOS AMERICANA LJ 02,PAGUE MENOS,0.0,0.0,1.0
CERCADAO VELOSO LJ 06,CERCADAO,0.0,0.0,1.0
GT6 GUARULHOS,GT6,0.0,0.0,1.0
CERCADAO EMBU LJ 01,CERCADAO,0.0,0.0,1.0
CARREFOUR SP FREI CANECA MFC,CARREFOUR,0.0,0.0,1.0
RINO ATACAREJO,GRUPO FAUNA,0.0,0.0,1.0
GIRAFA SUPERMERCADOS,GRUPO FAUNA,0.0,0.0,1.0
CORUJA SUPERMERCADOS,GRUPO FAUNA,0.0,0.0,1.0
SMART BREAK OSASCO,SMART BREAK,0.0,0.0,1.0
CONVEM PIRACAIA,CONVEM,0.0,0.0,1.0
GRICKI 11,GRICKI,0.0,0.0,1.0
CONFIANCA SOROCABA,CONFIANCA,0.0,0.0,1.0
VILLA SIMPATIA URBANOVA LJ 02,VILLA REAL,0.0,0.0,1.0
CHIMAR SOROCABA,CHIMAR,0.0,0.0,1.0
GRICKI 05,GRICKI,0.0,0.0,1.0
CHAMA LJ 14,CHAMA,0.0,0.0,1.0
SAVEGNAGO PIRACICABA 51,SAVEGNAGO,0.0,0.0,1.0
COOP SOROCABA ITAVUVU,COOP,0.0,0.0,1.0
GT6 SP PARAISO,GT6,0.0,0.0,1.0
COOP SJC MORUMBI 28,COOP,0.0,0.0,1.0
PORECATU SJRP LJ05 VSC,PORECATU,0.0,0.0,1.0
COOP PEREIRA BARRETO 04,COOP,0.0,0.0,1.0
GT6 SP IPIRANGA,GT6,0.0,0.0,1.0
COOP GIOVANNI PIRELI 09,COOP,0.0,0.0,1.0
PORECATU SJRP LJ04 SVC,PORECATU,0.0,0.0,1.0
GT6 SP BROOKLIN,GT6,0.0,0.0,1.0
SAVEGNAGO LIMEIRA 48,SAVEGNAGO,0.0,0.0,1.0
ASSAI 263 SOROCABA CAMPOLIM,ASSAI,0.0,0.0,1.0
ASSAI 178 INDAIATUBA,ASSAI,0.0,0.0,1.0
ASSAI 24 RIO CLARO,ASSAI,0.0,0.0,1.0
GT6 SANTO ANDRE,GT6,0.0,0.0,1.0
BARBOSA LJ 03 GUARULHOS,BARBOSA,0.0,0.0,1.0
VIZINHO IRACEMAPOLIS,QUALYMAIS,0.0,0.0,1.0
BARATAO DA CARNE CID DEUS FL06,BARATAO MANAUS,0.0,0.0,1.0
IFOOD SP PINHEIROS,GT6,0.0,0.0,1.0
IFOOD SP MOEMA,GT6,0.0,0.0,1.0
ASSAI 50 SOROCABA ITAVUVU,ASSAI,0.0,0.0,1.0
CREMA SBO LJ02,CREMA,0.0,0.0,1.0
GT6 SP VILA SONIA,GT6,0.0,0.0,1.0
COVABRA 31 LIMEIRA,COVABRA,0.0,0.0,1.0
OPCAO MAX,QUALYMAIS,0.0,0.0,1.0
COVABRA 25 INDAIATUBA,COVABRA,0.0,0.0,1.0
GT6 SP VILA LEOPOLDINA,GT6,0.0,0.0,1.0
GT6 SP VILA BUARQUE,GT6,0.0,0.0,1.0
BARRACAO BAURU CANAA LJ 06,BARRACAO,0.0,0.0,1.0
LAVAPES MOGI GUACU,CUBATAO,0.0,0.0,1.0
GT6 SP PQ NOVO MUNDO,GT6,0.0,0.0,1.0
PROENCA SJRP LJ 08,PROENCA,0.0,0.0,1.0
VILLA SIMPATIA CTA SJC,VILLA REAL,0.0,0.0,1.0
CUBATAO ITAPIRA 03,CUBATAO,0.0,0.0,1.0
PROENCA MIRS LJ 22,PROENCA,0.0,0.0,1.0
CUBATAO ARARAS,CUBATAO,0.0,0.0,1.0
GT6 CHACARA SANTO ANTONIO,GT6,0.0,0.0,1.0
DAKI BAETA NEVES SAO BERNARDO,DAKI,0.0,0.0,1.0
PRIMAVERA SUPERMERCADO 03,PRIMAVERA,0.0,0.0,1.0
SPASSO SABORES MOGI MIRIM 02,CUBATAO,0.0,0.0,1.0
PRIMAVERA SUPERMERCADO 02,PRIMAVERA,0.0,0.0,1.0
SPASSO SABORES JAGUA NOVO,CUBATAO,0.0,0.0,1.0
GUARANI PEDREIRA,GUARANI,0.0,0.0,1.0
LAVAPES RIO CLARO LOJA 7,CUBATAO,0.0,0.0,1.0
PA VILA LOBOS 1248,GPA,0.0,0.0,1.0
DAKI LIBERDADE SP,DAKI,0.0,0.0,1.0
IFOOD SP VILA MARIANA,GT6,0.0,0.0,1.0
DAKI GUARULHOS VILA HULDA,DAKI,0.0,0.0,1.0
RAPPI CPS PQ INDUSTRIAL,RAPPI,0.0,0.0,1.0
DAKI CPS CONCEICAO,DAKI,0.0,0.0,1.0
RAPPI CPS MANSOES,RAPPI,0.0,0.0,1.0
DAKI CAMPESTRE SAO CAETANO,DAKI,0.0,0.0,1.0
CARREFOUR SP TAUBATE TAU,CARREFOUR,0.0,0.0,1.0
DAKI SP CHACARA SANTO ANTONIO,DAKI,0.0,0.0,1.0
RAPPI CPS JARDIM DO TREVO,RAPPI,0.0,0.0,1.0
DAKI SP ANALIA FRANCO,DAKI,0.0,0.0,1.0
SAO VICENTE PIRACICABA 26,SAO VICENTE,0.0,0.0,1.0
DAKI SANTO AMARO SP,DAKI,0.0,0.0,1.0
RAPPI CPS CAMBUI,RAPPI,0.0,0.0,1.0
DAKI PANAMBY SP,DAKI,0.0,0.0,1.0
B50 COOP AV PORTUGAL,BENASSI,0.0,0.0,1.0
DAKI SP SUMAREZINHO,DAKI,0.0,0.0,1.0
HORTISABOR ITAIM BIBI,H. MIRANDOPOLIS,0.0,0.0,1.0
DAKI SP POMPEIA,DAKI,0.0,0.0,1.0
RAPPI BELENZINHO,RAPPI,0.0,0.0,1.0
DAKI SP MANDAQUI,DAKI,0.0,0.0,1.0
RAPPI BARUERI ALPHAVILLE,RAPPI,0.0,0.0,1.0
DAKI SP IPIRANGA,DAKI,0.0,0.0,1.0
COOP AV PORTUGAL 10,COOP,0.0,0.0,1.0
DAKI VILA MASCOTE SP,DAKI,0.0,0.0,1.0
HIROTA SANTO AMARO 19 SP,HIROTA,0.0,0.0,1.0
DAKI STORE VILA MARIETA,DAKI,0.0,0.0,1.0
B36 COOP PEREIRA BARRETO STO A,BENASSI,0.0,0.0,1.0
DAKI SP VILA MARIETA,DAKI,0.0,0.0,1.0
QUALYMAX PIRACICABA,QUALYMAX,0.0,0.0,1.0
DAKI SP VILA CLEMENTINO,DAKI,0.0,0.0,1.0
SUPER CITY BARUERI,SUPER CITY,0.0,0.0,1.0
BARBOSA LJ41 SJC,BARBOSA,0.0,0.0,1.0
ASSAI 301 RP PRESIDENTE VARGAS,ASSAI,0.0,0.0,1.0
D AVO LJ12,DAVO,0.0,0.0,1.0
VAREJAO SAO RAFAEL,VAREJO,0.0,0.0,1.0
JAU SERV RP LOJA 41,JAU SERV,0.0,0.0,1.0
RAPPI SP BELA VISTA,RAPPI,0.0,0.0,1.0
DAKI VILA YARA SP,DAKI,0.0,0.0,1.0
CASA VERDE 02,CASA VERDE,0.0,0.0,1.0
DE MARCHI  LJ 07,DE MARCHI,0.0,0.0,1.0
HORTIMEAT VILA GERTRUDES,HORTIMEAT,0.0,0.0,1.0
DE MARCHI  LJ 03,DE MARCHI,0.0,0.0,1.0
RAPPI SP ACLIMACAO,RAPPI,0.0,0.0,1.0
DB MANAUS 33,DB,0.0,0.0,1.0
HORTIFRUTI PERIMETRAL,HORTI ASSUNCAO,0.0,0.0,1.0
HORTIFRUTI ASSUNCAO,HORTI ASSUNCAO,0.0,0.0,1.0
ASSAI 295 ITATIBA,ASSAI,0.0,0.0,1.0
HORTI FRUTI DOM CONSTANTINE,DOM CONSTANTIN,0.0,0.0,1.0
HIROTA VILA LEOPOLDINA 20 SP,HIROTA,0.0,0.0,1.0
HIROTA VILA FORMOSA 19 SP,HIROTA,0.0,0.0,1.0
UNIAO PINHALZINHO 02,UNIAO,0.0,0.0,1.0
DELTA PIR. VILA MONTEIRO,DELTA,0.0,0.0,1.0
JOANIN SCS CENTRO 11 CD,JOANIN,0.0,0.0,1.0
DELTA AMERICANA LJ 17,DELTA,0.0,0.0,1.0
GT6 GUARULHOS CENTRO,GT6,0.0,0.0,1.0
EMPORIO LEVE TUDO SP,EMP. LEVE TUDO,0.0,0.0,1.0
RAPPI SANTO ANDRE,RAPPI,0.0,0.0,1.0
EMPORIO AUROK SWISS PARK,EMP. AUROK,0.0,0.0,1.0
RAPPI RUDGE RAMOS,RAPPI,0.0,0.0,1.0
EMPORIO AUROK CPS CAMBUI,EMP. AUROK,0.0,0.0,1.0
JOANIN SANTO ANDRE 16,JOANIN,0.0,0.0,1.0
EMPORIO FLAMBOYANT (BIG),EMP FLAMBOYANT,0.0,0.0,1.0
PA SAO CAETANO MARANHAO 2469,GPA,0.0,0.0,1.0
EMPORIUM SAO PAULO AFONSO BRAZ,EMPORIUM SAO PAULO,0.0,0.0,1.0
JOANIN RIB. PIRES 18,JOANIN,0.0,0.0,1.0
EMPORIO NOVA ERA VIA LACTEA,EMPORIO NOVA ERA,0.0,0.0,1.0
UNIAO ITATIBA 09,UNIAO,0.0,0.0,1.0
EMPORIO KM,EMPORIO KM,0.0,0.0,1.0
SEMPRE VALE LIMEIRA LJ19,SEMPRE VALE,0.0,0.0,1.0
JUSTO SP PQ SAO DOMINGOS,JUSTO,0.0,0.0,1.0
OBA SP PERDIZES,OBA,0.0,0.0,1.0
ESTRELA AZUL LJ 02,ESTRELA AZUL,0.0,0.0,1.0
RAPPI SP LUZ,RAPPI,0.0,0.0,1.0
JOANIN SP S MATHEUS 02,JOANIN,0.0,0.0,1.0
VILLA SIMPATIA CRUZEIRO SP,VILLA REAL,0.0,0.0,1.0
JOANIN SP LJ24,JOANIN,0.0,0.0,1.0
JOANIN SP IPIRANGA 08,JOANIN,0.0,0.0,1.0
FORT ATACADO SAO BERNARDO,FORT ATACADISTA,0.0,0.0,1.0
UNIAO BRAGANCA 15,UNIAO,0.0,0.0,1.0
FLAMENGO LOJA 02,FLAMENGO,0.0,0.0,1.0
JOANIN SCS ST PAULA 01,JOANIN,0.0,0.0,1.0
EXAMINE STA GERTRUDES LJ 06,EXAMINE,0.0,0.0,1.0
RAPPI SP INDIANOPOLIS,RAPPI,0.0,0.0,1.0
EXAMINE RIO CLARO LJ 01,EXAMINE,0.0,0.0,1.0
LIDERANCA MAX SUPER. LOJA 01,LIDERANCA,0.0,0.0,1.0
ASP FLEX,FRUTTIMIX,0.0,0.0,1.0
PORECATU SJRP LJ09 BTN,PORECATU,0.0,0.0,1.0
FRUTARIA SCABELLO,FRUTARIA,0.0,0.0,1.0
LEMON 01,LEMON,0.0,0.0,1.0
FORTE MIX LJ 07,FORTE MIX,0.0,0.0,1.0
RAPPI SP CHACARA SANTO ANTONIO,RAPPI,0.0,0.0,1.0
FORTE MIX LJ 03,FORTE MIX,0.0,0.0,1.0
MERCADO IMPERIO DO LARANJEIRAS,LARANJEIRAS,0.0,0.0,1.0
MIX VALI PEDREIRA,FRUTTIMIX,0.0,0.0,1.0
SEMPRE VALE LIMEIRA 07,SEMPRE VALE,0.0,0.0,1.0
MIX VALI CD,FRUTTIMIX,0.0,0.0,1.0
KRILL LJ 19 GUARUJA,KRILL,0.0,0.0,1.0
MAX ATACADO BUTANTA,MAX ATACADO,0.0,0.0,1.0
RAPPI SP VILA MARIANA,RAPPI,0.0,0.0,1.0
MINI MERCADO MAGNO INDAIATUBA,M.MAGNO,0.0,0.0,1.0
MERCADAO HORTICENTER RC JARDIM,M.HORTICENTER,0.0,0.0,1.0
GOOD BOM LJ 12,GOOD BOM,0.0,0.0,1.0
SMARTSTORE JUNDIAI,SMARTSTORE,0.0,0.0,1.0
GOOD BOM LJ 02,GOOD BOM,0.0,0.0,1.0
MERCADO CACIMBA FLAMBOYANT,M. CACIMBA,0.0,0.0,1.0
GAROTO ATACADO,GAROTO,0.0,0.0,1.0
RAPPI SP SAUDE,RAPPI,0.0,0.0,1.0
GALASSI CPS 01,GALASSI,0.0,0.0,1.0
LOPES MACEDO 02,LOPES,0.0,0.0,1.0
EXTRA MERCADO AVIACAO 1499,GPA,0.0,0.0,1.0
ST MARCHE SP MOOCA PLAZA,ST MARCHE,0.0,0.0,1.0
EXTRA D.PEDRO 2060,GPA,0.0,0.0,1.0
RAPPI SP SANTA CECILIA,RAPPI,0.0,0.0,1.0
LIV UP SP BARUERI,LIV UP,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 05,VIOLETA,0.0,0.0,1.0
GOOD BOM SOUSAS,GOOD BOM,0.0,0.0,1.0
RAPPI SP POMPEIA,RAPPI,0.0,0.0,1.0
EXTRA MERCADO JARAGUA 1810,GPA,0.0,0.0,1.0
PA NOVA SANTOS 2438,GPA,0.0,0.0,1.0
EXTRA MERCADO GUARUJA V C 5681,GPA,0.0,0.0,1.0
MAMBO ALPHAVILLE RIO NEGRO,MAMBO,0.0,0.0,1.0
EXTRA MERCADO G DOM PEDRO 1853,GPA,0.0,0.0,1.0
RAPPI SP PAMPLONA,RAPPI,0.0,0.0,1.0
EXTRA MERCADO CID. ADEMAR 516,GPA,0.0,0.0,1.0
MAMBO - LOJA ALPHAVILLE,MAMBO,0.0,0.0,1.0
EXTRA MERCADO SANTANA 1729,GPA,0.0,0.0,1.0
VITORIA MAX TAQUARAL,VITORIA MAX,0.0,0.0,1.0
EXTRA MERCADO S V P W 1757,GPA,0.0,0.0,1.0
RAPPI SP MORUMBI,RAPPI,0.0,0.0,1.0
EXTRA MERCADO PIRAPORINHA 1790,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ19 RADIAL,SUP X,0.0,0.0,1.0
EXTRA MERCADO MARGINAL 1754,GPA,0.0,0.0,1.0
MARICOTA HORTIFRUT,MARICOTA,0.0,0.0,1.0
EXTRA SJC COLINAS 1373,GPA,0.0,0.0,1.0
PASTORINHO VILA MARIANA,PASTORINHO,0.0,0.0,1.0
EXTRA SANTOS 1348,GPA,0.0,0.0,1.0
ROFATTO SUP. ITAPIRA LJ02,ROFATTO,0.0,0.0,1.0
EXTRA PIRACICABA 1396,GPA,0.0,0.0,1.0
BERTON COSMOPOLIS MATRIZ,BERTON,0.0,0.0,1.0
EXTRA MERCADO SAO CARLOS 5736,GPA,0.0,0.0,1.0
RINALDO CARNES,RINANDO CARNES,0.0,0.0,1.0
MINUTO ANTONIO M S C BELO 5857,GPA,0.0,0.0,1.0
B30 COOP SJC SANTANA 27,BENASSI,0.0,0.0,1.0
MINUTO ALECRINS CAMPINAS 5085,GPA,0.0,0.0,1.0
MAX ATACADO VOTORANTIM,MAX ATACADO,0.0,0.0,1.0
MINUTO ALA DAS AMERICAS 5783,GPA,0.0,0.0,1.0
RECANTO BELA FRUTA BARAO,RECANTO BELA FRUTA,0.0,0.0,1.0
RECANTO DOS FRIOS,RECANDO DOS FRIOS,0.0,0.0,1.0
