store,network,state,city,sales_2024,sales_2025,qty_2024,qty_2025,price_2025,sort_2025,growth_abs,growth_pct
PA VILA MONUMENTO 2074,GPA,SP,SAO PAULO,6075.180000000002,11499.400000000014,1435.0,2620.0,4.389083969465655,6,5424.220000000012,0.8928492653715627
MINUTO PAO CPS ALPHAVILLE 5409,GPA,SP,CAMPINAS,0.0,11245.760000000028,0.0,2783.0,4.040876751706801,13,11245.760000000028,
PAGUE MENOS NOVA ODESSA LJ 04,PAGUE MENOS,SP,NOVA ODESSA,44641.30000000003,10889.240000000005,13039.0,3201.0,3.401824429865669,13,-33752.06000000003,-0.7560725158093515
SUPERMERCADO REMAFRA HOLAMBRA,REMAFRA,SP,HOLAMBRA,0.0,10690.789999999985,0.0,2669.0,4.00554140127388,21,10690.789999999985,
SUPER SAUDAVEL EIRELI SP,MAMBO,SP,SAO PAULO,0.0,10260.969999999992,0.0,2856.0,3.592776610644255,22,10260.969999999992,
PA LORENA 1278,GPA,SP,SAO PAULO,13139.070000000003,10066.260000000011,3117.0,2329.0,4.322138256762564,11,-3072.809999999992,-0.233868150485536
EXTRA ARARAQUARA 1349,GPA,SP,ARARAQUARA,14221.609999999971,9996.190000000048,3608.0,2325.0,4.299436559139806,12,-4225.419999999924,-0.2971126335203913
VAREJAO PASSARINHO ARA VILA,VAREJAO PASSARINHO,SP,ARARAQUARA,12806.250000000035,9871.440000000015,3377.0,2608.0,3.7850613496932572,8,-2934.8100000000195,-0.22917013177159684
MUSEU DA GULA RP,MUSEU DA GULA,SP,RIBEIRAO PRETO,9344.57,9663.979999999996,2269.0,2311.0,4.181730852444828,5,319.4099999999962,0.03418134809841389
MINUTO PAO RIO GRANDE 2088,GPA,SP,SAO PAULO,9681.660000000009,9606.14000000001,2570.0,2403.0,3.99756138160633,12,-75.51999999999862,-0.007800315235197086
PAGUE MENOS ARTUR NOGUEIRA  L,PAGUE MENOS,SP,ARTUR NOGUEIRA,50045.30999999985,9573.50999999999,13879.0,2698.0,3.548372868791694,18,-40471.799999999865,-0.8087031532025675
NATURAL DA TERRA SP TUIM,NATURAL DA TERRA,SP,SAO PAULO,0.0,9245.640000000009,0.0,2714.0,3.406647015475316,26,9245.640000000009,
STEAK PARK CASA DE CARNES CPS,STEAK PARK,SP,CAMPINAS,2116.189999999999,8748.300000000005,549.0,2017.0,4.3372830937035225,15,6632.110000000006,3.133986078754747
VARANDA SP JARDINS,VARANDA,SP,SAO PAULO,0.0,8295.650000000009,0.0,2146.0,3.8656337371854654,15,8295.650000000009,
PAGUE MENOS AMERICANA LJ 07,PAGUE MENOS,SP,AMERICANA,43742.09999999987,8161.979999999999,12318.0,2325.0,3.510529032258064,13,-35580.11999999987,-0.8134067637356226
EMPORIO TARTUFO RP,EMP. TARTUFO,SP,RIBEIRAO PRETO,9825.820000000007,8132.070000000012,2648.0,2003.0,4.059945082376442,10,-1693.7499999999945,-0.1723774707861525
PAGUE MENOS SALTO LJ 29,PAGUE MENOS,SP,SALTO,547.82,8075.2899999999945,144.0,2303.0,3.506422058184974,13,7527.469999999995,13.740772516520014
HORTIFRUTI RP MIRANTE,VAREJO,SP,RIBEIRAO PRETO,9323.559999999998,7826.9900000000025,2222.0,1774.0,4.412057497181512,8,-1496.5699999999952,-0.1605148677114745
EMPORIO TARTUFO CPS,EMP. TARTUFO,SP,CAMPINAS,4442.270000000006,7497.70000000001,1044.0,1632.0,4.594178921568633,8,3055.430000000004,0.6878082601912985
ST MARCHE PORTAL 35 SP,ST MARCHE,SP,SAO PAULO,0.0,7485.6200000000035,0.0,1907.0,3.9253382275825923,27,7485.6200000000035,
EMPORIO HIGIENOPOLIS SP,EMP. HIGIENOPOLIS,SP,SANTO ANDRE,0.0,7441.710000000002,0.0,2094.0,3.5538252148997143,18,7441.710000000002,
PA ANALIA FRANCO SP 0004,GPA,SP,SAO PAULO,16313.559999999994,6912.300000000004,3896.0,1590.0,4.34735849056604,15,-9401.259999999991,-0.5762850046219214
PADARIA PAO DO CAMBUI,PAD. PAO CAMBUI,SP,CAMPINAS,0.0,6649.940000000003,0.0,1634.0,4.069730722154225,26,6649.940000000003,
PA SP TATUAPE 1289,GPA,SP,SAO PAULO,2264.7799999999997,6197.5099999999975,574.0,1428.0,4.339992997198878,16,3932.7299999999977,1.7364732998348615
VARANDA SP OLIMPIA,VARANDA,SP,SAO PAULO,0.0,5981.520000000008,0.0,1578.0,3.7905703422053283,14,5981.520000000008,
SPASSO SABORES JAGUARIUNA,CUBATAO,SP,JAGUARIUNA,0.0,5742.420000000005,0.0,1594.0,3.602521957340028,28,5742.420000000005,
ST MARCHE SP ANALIA FRANCO 21,ST MARCHE,SP,SAO PAULO,5473.8200000000015,5615.260000000006,1295.0,1290.0,4.352914728682175,24,141.44000000000415,0.025839358985133565
MINUTO PAO MORUMBI 5405,GPA,SP,SAO PAULO,15236.819999999942,5487.910000000011,3886.0,1364.0,4.023394428152501,12,-9748.90999999993,-0.6398257641686368
EMPORIO AUROK CPS JOSE BONIF,EMP. AUROK,SP,CAMPINAS,0.0,5408.3300000000045,0.0,1547.0,3.496011635423403,15,5408.3300000000045,
HIROTA IPIRANGA 01 SP,HIROTA,SP,SAO PAULO,0.0,5238.920000000006,0.0,1714.0,3.056546091015173,25,5238.920000000006,
HORTIFRUT CPS PROENCA,VAREJO,SP,CAMPINAS,0.0,5189.319999999999,0.0,1338.0,3.878415545590433,17,5189.319999999999,
NATURAL DA TERRA PARAISO,NATURAL DA TERRA,SP,SAO PAULO,0.0,4588.360000000002,0.0,1415.0,3.242657243816256,22,4588.360000000002,
MAMBO SP CARAPICUIBA,MAMBO,SP,CARAPICUIBA,0.0,4543.7800000000025,0.0,1412.0,3.2179745042492933,17,4543.7800000000025,
GUARANI  AMPARO,GUARANI,SP,AMPARO,1972.3199999999993,4346.980000000001,557.0,1229.0,3.537005695687552,21,2374.660000000002,1.203993266812689
CENOURAO RP BONFIM 06,CENOURAO,SP,RIBEIRAO PRETO,0.0,4057.7099999999987,0.0,1053.0,3.853475783475782,14,4057.7099999999987,
EMPORIO QUINTAS DO MORUMBI,QUINTAS DO MORUMBI,SP,SAO PAULO,0.0,3954.0100000000016,0.0,1044.0,3.7873659003831435,17,3954.0100000000016,
OBA SP TEODORO SAMPAIO,OBA,SP,SAO PAULO,0.0,3615.7900000000013,0.0,1060.0,3.411122641509435,18,3615.7900000000013,
GIGA SP BARUERI,MAMBO,SP,BARUERI,0.0,3526.2,0.0,2000.0,1.7631,1,3526.2,
ACADEMIA JD CANADA RP,VAREJO,SP,RIBEIRAO PRETO,0.0,3355.9800000000014,0.0,849.0,3.9528621908127226,20,3355.9800000000014,
EXTRA CPS AMOREIRAS 1311,GPA,SP,CAMPINAS,0.0,3054.98000000001,0.0,838.0,3.645560859188556,16,3054.98000000001,
EMPORIO INDAIATUBA,VAREJO,SP,INDAIATUBA,15678.39,2826.6799999999994,4203.0,624.0,4.529935897435896,10,-12851.71,-0.8197085287456174
SPASSO SABORES VALINHOS LJ10,CUBATAO,SP,VALINHOS,0.0,2716.8799999999987,0.0,739.0,3.676427604871446,27,2716.8799999999987,
VILA DAS FRUTAS SP BOSQUE,VILA DAS FRUTAS,SP,SAO PAULO,0.0,2609.5799999999995,0.0,697.0,3.744017216642754,21,2609.5799999999995,
VAREJAO PASSARINHO AMERICO,VAREJAO PASSARINHO,SP,AMERICO BRASILIENSE,0.0,2586.719999999999,0.0,657.0,3.9371689497716877,6,2586.719999999999,
CUBATAO ITAPIRA 01,CUBATAO,SP,ITAPIRA,0.0,2393.0600000000004,0.0,671.0,3.566408345752609,25,2393.0600000000004,
EXTRA SOROCABA 1346,GPA,SP,SOROCABA,0.0,2011.6299999999987,0.0,513.0,3.921306042884988,16,2011.6299999999987,
DELTA PIRACICABA JD CAXAMBU,DELTA,SP,PIRACICABA,0.0,1979.4199999999996,0.0,540.0,3.665592592592592,22,1979.4199999999996,
SANTA FE CAMPO LIMPO PAULISTA,VAREJO,SP,CAMPO LIMPO PAULISTA,0.0,1954.7300000000014,0.0,527.0,3.709165085388997,19,1954.7300000000014,
DB MANAUS 03,DB,AM,MANAUS,0.0,1942.3100000000004,0.0,435.0,4.465080459770116,14,1942.3100000000004,
JAU SERVE RP IPIRANGA LJ 36,JAU SERV,SP,RIBEIRAO PRETO,0.0,1673.3999999999996,0.0,449.0,3.7269487750556785,20,1673.3999999999996,
HORTIFRUTI CASTELO CPS,VAREJO,SP,CAMPINAS,0.0,1663.9599999999994,0.0,475.0,3.503073684210525,24,1663.9599999999994,
LAVAPES MOGI MIRIM VILA,CUBATAO,SP,MOJI-MIRIM,11599.319999999996,1653.62,3452.0,492.0,3.3610162601626015,20,-9945.699999999997,-0.8574381946527899
CENOURAO SERTAOZINHO 05,CENOURAO,SP,SERTAOZINHO,0.0,1650.62,0.0,418.0,3.948851674641148,12,1650.62,
MINUTO PAO HIGIENOPOLIS SP5402,GPA,SP,SAO PAULO,0.0,1580.3400000000006,0.0,382.0,4.1370157068062845,13,1580.3400000000006,
PA OURINHOS 2484,GPA,SP,OURINHOS,0.0,1371.1100000000001,0.0,337.0,4.068575667655787,15,1371.1100000000001,
MINUTO PAO ARAPANES 5432,GPA,SP,SAO PAULO,0.0,1239.610000000001,0.0,312.0,3.973108974358978,12,1239.610000000001,
PALATO FAROL,PALATO,AL,MACEIO,0.0,1233.6199999999997,0.0,482.0,2.559377593360995,26,1233.6199999999997,
PA BAURU JD ESTORIL 2449,GPA,SP,BAURU,0.0,1091.5200000000002,0.0,267.0,4.08808988764045,15,1091.5200000000002,
PA BAURU ARAUJO LEITE 2450,GPA,SP,BAURU,0.0,1091.5100000000002,0.0,267.0,4.088052434456929,15,1091.5100000000002,
HORTIFRUTI SP VIVA,VAREJO,SP,SAO PAULO,0.0,1010.01,0.0,277.0,3.646245487364621,22,1010.01,
PA BOTUCATU 2481,GPA,SP,BOTUCATU,0.0,959.4700000000001,0.0,237.0,4.048396624472574,15,959.4700000000001,
BOA JUNDIAI 09,BOA,SP,JUNDIAI,59700.9800000001,896.8600000000002,19215.0,304.0,2.9501973684210534,17,-58804.1200000001,-0.9849774660315459
HORTIFACIL EIRELI SP,VAREJO,SP,SAO PAULO,13140.010000000011,760.6799999999997,3665.0,172.0,4.422558139534882,13,-12379.33000000001,-0.9421096330976918
HORTIFRUT SAO PAULO,H.FARTURA,SP,SAO PAULO,60794.710000000094,730.0100000000001,16556.0,207.0,3.5266183574879233,19,-60064.70000000009,-0.9879922118223773
MINUTO PAO MORUMBI 2124 JD AMP,GPA,SP,SAO PAULO,5558.3000000000075,653.04,1621.0,174.0,3.753103448275862,9,-4905.2600000000075,-0.8825108396452155
D ELISA CPS EMPORIO E BISTRO,VAREJO,SP,CAMPINAS,819.7699999999996,633.5799999999999,220.0,160.0,3.9598749999999994,13,-186.1899999999997,-0.22712468131305097
PA MARILIA 2474,GPA,SP,MARILIA,0.0,604.36,0.0,150.0,4.029066666666667,15,604.36,
CENOURAO RP 04,CENOURAO,SP,RIBEIRAO PRETO,0.0,569.54,0.0,152.0,3.746973684210526,11,569.54,
VILA DAS FRUTAS SP MOEMA,VILA DAS FRUTAS,SP,SAO PAULO,0.0,354.97,0.0,90.0,3.9441111111111113,12,354.97,
MME ROLAND GARROS 2175,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA SP ALPHAVILLE,OBA,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
VAREJAO TATU AMERICANA,TATU,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
COMPRE MIX SJRP,COMPRE MIX,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
CLUBE DA PICANHA,CLUBE DA PICANHA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
CHAMA LJ 15,CHAMA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
PORECATU SJRP LJ07,PORECATU,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP LAPA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
COOP INDUSTRIAL 03,COOP,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
COOP DIADEMA 08,COOP,SP,DIADEMA,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO CANESIN LTDA RP,VAREJO,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 267 SJC,ASSAI,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP ARMENIA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 246 LIMEIRA II,ASSAI,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
B54 CHAMA SP MATILDE 03,BENASSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 240 RP CASTELO BRANCO,ASSAI,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SAO CAETANO,GT6,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 237 SANTA BARBARA DOESTE,ASSAI,SP,SANTA BARBARA D'OESTE,0.0,0.0,0.0,0.0,,0,0.0,
PONTO NOVO LOJA 5,PONTO NOVO,SP,MOGI GUACU,0.0,0.0,0.0,0.0,,0,0.0,
BARBOSA LJ 08 JANDIRA,BARBOSA,SP,JANDIRA,0.0,0.0,0.0,0.0,,0,0.0,
GT6 OSASCO VILA YARA,GT6,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
BARBOSA 45 SJC,BARBOSA,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
VILA DAS FRUTAS SABARA,VILA DAS FRUTAS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
BARATAO DA CARNE JAPIIM FL08,BARATAO MANAUS,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
IFOOD SP POMPEIA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
BARATAO DA CARNE BETANIA FL03,BARATAO MANAUS,AM,MANAUS,0.0,0.0,0.0,0.0,,0,0.0,
VIZINHO ARTUR NOGUEIRA,QUALYMAIS,SP,ARTUR NOGUEIRA,0.0,0.0,0.0,0.0,,0,0.0,
QUALYMAIS SUPERMERCADOS EIRELI,QUALYMAIS,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO LEME 52,SAVEGNAGO,SP,LEME,0.0,0.0,0.0,0.0,,0,0.0,
COPERCANA 49,COPERCANA,SP,SERTAOZINHO,0.0,0.0,0.0,0.0,,0,0.0,
BIG ITU 1307,BIG,SP,ITU,0.0,0.0,0.0,0.0,,0,0.0,
COPERCANA  61,COPERCANA,SP,SERTAOZINHO,0.0,0.0,0.0,0.0,,0,0.0,
IFOOD SP HIGIENOPOLIS,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CREMA SBO LJ01,CREMA,SP,SANTA BARBARA D'OESTE,0.0,0.0,0.0,0.0,,0,0.0,
QUALYMAIS LIMEIRA LJ10,QUALYMAIS,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 33 VALINHOS,COVABRA,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP VILA PRUDENTE,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 29 RIO CLARO,COVABRA,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE ARARAQUARA LJ 24,SEMPRE VALE,SP,ARARAQUARA,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 26 INDAIATUBA,COVABRA,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP VILA MASCOTE,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 24 PAULINIA,COVABRA,SP,PAULINIA,0.0,0.0,0.0,0.0,,0,0.0,
PROENCA SJRP LJ 15,PROENCA,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
SEMPRE VALE ARARAQUARA 25,SEMPRE VALE,SP,ARARAQUARA,0.0,0.0,0.0,0.0,,0,0.0,
UNIFORTE SUPERMERCADO,UNIFORTE,MG,ANDRADAS,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP SANTANA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA SP VILA MARIANA 02,OBA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 18 MEDEIROS,COVABRA,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP RICARDO JAFET,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
LAVAPES JAGUARIUNA,CUBATAO,SP,JAGUARIUNA,6842.7500000000055,0.0,2014.0,0.0,,0,-6842.7500000000055,-1.0
PROENCA SJRP LJ 09,PROENCA,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP POMPEIA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO SUMARE 58,SAVEGNAGO,SP,SUMARE,0.0,0.0,0.0,0.0,,0,0.0,
CUBATAO MOGI MIRIM,CUBATAO,SP,MOJI-MIRIM,0.0,0.0,0.0,0.0,,0,0.0,
PADARIA REAL INDUSTRIA,PADARIA REAL,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
CUBATAO ITAPIRA NOVO,CUBATAO,SP,ITAPIRA,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI SP PADRAO 2,H PADRAO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI PADRAO PINHEIROS,H PADRAO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
PALATO PRAIA,PALATO,AL,MACEIO,0.0,0.0,0.0,0.0,,0,0.0,
CUBATAO CD MOGI MIRIM,CUBATAO,SP,MOJI-MIRIM,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUT SP PADRAO,H PADRAO,SP,SAO PAULO,9933.900000000009,0.0,3074.0,0.0,,0,-9933.900000000009,-1.0
ARMAZEM CONFIANCA SP - INATIVO,H PADRAO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CATO ANTONIALE 02,CATO,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
CREMA SBO LJ03,CREMA,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
GUIDOLIN CENTRAL CENTRO,GUIDOLIN,SP,ARTUR NOGUEIRA,0.0,0.0,0.0,0.0,,0,0.0,
GUIDOLIN CENTRAL 15,GUIDOLIN,SP,ARTUR NOGUEIRA,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 351 SUMARE,ASSAI,SP,SUMARE,0.0,0.0,0.0,0.0,,0,0.0,
SPASSO SABORES PRACTICE,CUBATAO,SP,ITAPIRA,0.0,0.0,0.0,0.0,,0,0.0,
GUARIZZO AMPARO LTDA,GUARIZZO,SP,AMPARO,0.0,0.0,0.0,0.0,,0,0.0,
SPASSO SABORES MOGI MIRIM,CUBATAO,SP,MOJI-MIRIM,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP ANCHIETA SPA,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
POUPE BEM AMPARO LJ04,GUARANI,SP,AMPARO,0.0,0.0,0.0,0.0,,0,0.0,
PRIMAVERA SUPERMERCADO 01,PRIMAVERA,SP,SANTO ANTONIO DO JARDIM,0.0,0.0,0.0,0.0,,0,0.0,
SPASSO SABORES ITAPIRA,CUBATAO,SP,ITAPIRA,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO SERTAOZINHO 60,SAVEGNAGO,SP,SERTAOZINHO,0.0,0.0,0.0,0.0,,0,0.0,
LAVAPES TUCURA,CUBATAO,SP,MOJI-MIRIM,0.0,0.0,0.0,0.0,,0,0.0,
GUARANI AMPARO MARKET,GUARANI,SP,AMPARO,0.0,0.0,0.0,0.0,,0,0.0,
LAVAPES RIO CLARO LOJA 08,CUBATAO,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
CERCADAO ITAPECERICA LJ 02,CERCADAO,SP,ITAPECERICA DA SERRA,0.0,0.0,0.0,0.0,,0,0.0,
LAVAPES MOGI MIRIM 01,CUBATAO,SP,MOJI-MIRIM,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO PRECO CIA LJ 1,PRECO E CIA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI JARDIM MARAJOARA  SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
PA CHACARA STO ANTONIO 634,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI ITAIM SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
IFOOD SP VILA CARRAO,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI FREGUESIA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CALEGARIS PAULINIA 01,CALEGARIS,SP,PAULINIA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI CPS JARDIM BRASIL,DAKI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 327 SJRP ACLIMACAO,ASSAI,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI CERQUEIRA CESAR SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
B43 COOP STO ANDRE DOM PEDRO,BENASSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI CD BARUERI,DAKI,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI CPS JD DO TREVO,RAPPI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
DAKI CAMBUCI SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
PERALTA  LJ 07 SALTO,PAULISTAO,SP,SALTO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI BROOKLIN SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SHOPPING FARTURA VALINHOS,H.FARTURA,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP CARANDIRU,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 326 SJRP,ASSAI,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP BELA VISTA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUP UNIAO PIRACICABA 02,UNIAO SUP,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SAO CAETANO,DAKI,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
SUPER VILLE 01,SUPER VILLE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SANTOS GONZAGA,DAKI,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
VILA DAS FRUTAS RICARDO JAFET,VILA DAS FRUTAS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SANTA PAULA,DAKI,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
PA CORIFEU  462,GPA,SP,SAO PAULO,1053.3400000000004,0.0,280.0,0.0,,0,-1053.3400000000004,-1.0
DAKI PAULISTA SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI FARTURA VINHEDO,H.FARTURA,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI NOVA CAMPESTRE SAO CAETAN,DAKI,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP BROOKLIN SBK,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI MOEMA SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTISABOR MIRANDOPOLIS SP,H. MIRANDOPOLIS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP SAUDE,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI CD VILA MADALENA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP SACOMA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI MARGARIDA SP,H. MARGARIDA,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP PERDIZES,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO RP 62,SAVEGNAGO,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP MOEMA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
HIROTA TAQUARI 18 SP,HIROTA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP LIMAO,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 312 CPS ABOLICAO,ASSAI,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP ITAIM,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
QUITANDA SP,QUITANDA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP IMIRIM,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
COVABRA 13 CAMPINAS,COVABRA,SP,CAMPINAS,6637.549999999989,0.0,2194.0,0.0,,0,-6637.549999999989,-1.0
DAKI SP FREGUESIA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
QUINTA DAS FRUTAS CPS,QUINTA DAS FRUTAS,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
DAKI VILA HUDA,DAKI,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR PRESID PRUDENTE 2070,CARREFOUR,SP,PRESIDENTE PRUDENTE,0.0,0.0,0.0,0.0,,0,0.0,
DAKI TATUAPE SP,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
QUE BARATO,QUE BARATO,SP,CARAPICUIBA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA YARA,DAKI,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SOROCABA NORTE SON,CARREFOUR,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA MEDEIROS,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUP UNIAO PIRACICABA 01,UNIAO SUP,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA MARIANA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
B18 COOP STO ANDRE DOM PEDRO,BENASSI,SP,MAUA,0.0,0.0,0.0,0.0,,0,0.0,
DAKI SP VILA FORMOSA,DAKI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
